span,count,decision,reason
apetencia => disposicao,1,verified_translate,default_translate_fallback
prende com o => refere ao,1,verified_translate,default_translate_fallback
a somar => somadas,1,verified_translate,default_translate_fallback
uma e outra vez => repetidamente,1,verified_translate,default_translate_fallback
permitir nos a => permitira,1,verified_translate,default_translate_fallback
a explorar => explorando,1,verified_translate,matched_manual_progressive_rule
mediterranicas => mediterraneas,1,verified_translate,matched_gpt_span
mostram => mostra,1,verified_translate,default_translate_fallback
carece de => precisa,1,verified_translate,default_translate_fallback
se impoe => e necessario,1,verified_translate,default_translate_fallback
na mira => com o objetivo,1,verified_translate,default_translate_fallback
em termos gerais => de forma geral,1,verified_translate,default_translate_fallback
se realizaram => foram realizadas,1,verified_translate,default_translate_fallback
apurado => aprofundado,1,verified_translate,default_translate_fallback
deitados a perder => em vao,1,verified_translate,default_translate_fallback
procedermos a => realizarmos,1,verified_translate,default_translate_fallback
fixar => estabelecer,1,verified_translate,default_translate_fallback
partilhadas => compartilhadas,1,verified_translate,matched_gpt_span
vai => e,1,verified_translate,default_translate_fallback
estara => esta,1,verified_translate,default_translate_fallback
tarde => cedo,1,verified_translate,default_translate_fallback
cedo => tarde,1,verified_translate,default_translate_fallback
lesar => prejudicar,1,verified_translate,default_translate_fallback
prende se com => diz respeito,1,verified_translate,default_translate_fallback
tera => tenha,1,verified_translate,default_translate_fallback
terao lugar => ocorrerao,1,verified_translate,default_translate_fallback
irao => ∅,1,verified_translate,matched_manual_null_rule
receber => receberao,1,verified_translate,default_translate_fallback
afirmou => ∅,1,verified_translate,matched_manual_null_rule
poupar => ∅,1,verified_translate,matched_manual_null_rule
a => poupara,1,verified_translate,default_translate_fallback
∅ => terem,1,verified_translate,matched_manual_null_rule
terem => ∅,1,verified_translate,matched_manual_null_rule
torna => deixa,1,verified_translate,default_translate_fallback
a procurar => procurando,1,verified_translate,matched_manual_progressive_rule
planeamento deste => planejamento desse,1,verified_translate,default_translate_fallback
a financiar => financiando,1,verified_translate,matched_manual_progressive_rule
gorar => fracasso,1,verified_translate,default_translate_fallback
culpabilizo => culpo,1,verified_translate,default_translate_fallback
do controlo orcamental => de controle orcamentario,1,verified_translate,default_translate_fallback
accoes levadas a cabo => acoes realizadas,1,verified_translate,default_translate_fallback
a proceder => realizando,1,verified_translate,matched_manual_progressive_rule
se torna => ∅,1,verified_translate,matched_manual_null_rule
recorrerem => recorrer,1,verified_translate,default_translate_fallback
forcoso => obrigatorio,1,verified_translate,default_translate_fallback
afectem as => afetem,1,verified_translate,default_translate_fallback
fiscalidade => tributacao,1,verified_translate,default_translate_fallback
a alterar => alterando,1,verified_translate,matched_manual_progressive_rule
apercebi me de => percebi,1,verified_translate,default_translate_fallback
vao brincar => brinquem,1,verified_translate,default_translate_fallback
nessa altura => naquele momento,1,verified_translate,default_translate_fallback
semelhantes objectos => tais objetos,1,verified_translate,default_translate_fallback
accoes tem => acoes deve,1,verified_translate,default_translate_fallback
∅ => muitas vezes,1,verified_translate,matched_manual_null_rule
muitas vezes => ∅,1,verified_translate,matched_manual_null_rule
ocasiao => a oportunidade,1,verified_translate,default_translate_fallback
lesadas => atingidas,1,verified_translate,default_translate_fallback
consiste em => e,1,verified_translate,default_translate_fallback
sitio => local,1,verified_translate,default_translate_fallback
seguidamente => em seguida,1,verified_translate,default_translate_fallback
havendo seguidamente que => sendo necessario em seguida,1,verified_translate,default_translate_fallback
morosos => demorados,1,verified_translate,default_translate_fallback
de novo a ser => novamente sendo,1,verified_translate,default_translate_fallback
focou => abordou,1,verified_translate,default_translate_fallback
prenderem exactamente => relacionam exatamente,1,verified_translate,default_translate_fallback
recear => temer,1,verified_translate,default_translate_fallback
estou em crer => acredito,1,verified_translate,default_translate_fallback
designadamente => especialmente os,1,verified_translate,default_translate_fallback
tidas => levadas,1,verified_translate,default_translate_fallback
a desenvolver => ∅,1,verified_translate,matched_manual_null_rule
∅ => desenvolvendo,1,verified_translate,matched_manual_null_rule
artigo o => ∅,1,verified_translate,matched_manual_null_rule
larga => ampla,1,verified_translate,default_translate_fallback
repto => desafio,1,verified_translate,default_translate_fallback
pensoes de reforma => aposentadorias,1,verified_translate,default_translate_fallback
pensao => aposentadoria,1,verified_translate,default_translate_fallback
pensoes portable => aposentadorias portaveis,1,verified_translate,default_translate_fallback
descrever se do => ser descrito da,1,verified_translate,default_translate_fallback
outro modo => outra maneira,1,verified_translate,default_translate_fallback
pro => pros,1,verified_translate,default_translate_fallback
contra essa => contras dessa,1,verified_translate,default_translate_fallback
moroso => demorado,1,verified_translate,default_translate_fallback
crer me => acreditar em mim,1,verified_translate,default_translate_fallback
consagra => dedica,1,verified_translate,default_translate_fallback
diminui => reduz,1,verified_translate,default_translate_fallback
um colete => uma camisa,1,verified_translate,default_translate_fallback
apraz => alegra,1,verified_translate,default_translate_fallback
vivamente => veementemente,1,verified_translate,default_translate_fallback
nem => ∅,1,verified_translate,matched_manual_null_rule
adiantada num => apresentada em um,1,verified_translate,default_translate_fallback
importaria => importa,1,verified_translate,default_translate_fallback
tera lugar => ocorrera,1,verified_translate,default_translate_fallback
projectos hidroelectricos => projetos hidreletricos,1,verified_translate,default_translate_fallback
fazer baixar => reduzir,1,verified_translate,default_translate_fallback
correcto adoptar => correto adotar,1,verified_translate,default_translate_fallback
colectivos actualmente => coletivos atualmente,1,verified_translate,default_translate_fallback
se realizaram => foram realizados,1,verified_translate,default_translate_fallback
caraibas => caribe,1,verified_translate,default_translate_fallback
fazemo lo => fazemos isso,1,verified_translate,default_translate_fallback
a proceder => procedendo,1,verified_translate,matched_manual_progressive_rule
um rendimento => uma renda,1,verified_translate,default_translate_fallback
a perder => ∅,1,verified_translate,matched_manual_null_rule
∅ => perdendo,1,verified_translate,matched_manual_null_rule
assiduidade => frequencia,1,verified_translate,default_translate_fallback
planos => pontos,1,verified_translate,default_translate_fallback
a sucata => o sucateamento,1,verified_translate,default_translate_fallback
assente => assentada,1,verified_translate,default_translate_fallback
tomada em => ∅,1,verified_translate,matched_manual_null_rule
esbocar => esboco,1,verified_translate,default_translate_fallback
apreco => questao,1,verified_translate,default_translate_fallback
sublinhar => destacar,1,verified_translate,default_translate_fallback
tendentes => destinadas,1,verified_translate,default_translate_fallback
portadoras de => com,1,verified_translate,default_translate_fallback
o contributo proprios destas => a contribuicao proprias dessas,1,verified_translate,default_translate_fallback
comparativamente aos dos => em comparacao com os,1,verified_translate,default_translate_fallback
afiguram => parecem,1,verified_translate,default_translate_fallback
se => me,1,verified_translate,default_translate_fallback
inadaptadas a finalidade pretendida => inadequadas ao objetivo pretendido,1,verified_translate,default_translate_fallback
franqueia => abre,1,verified_translate,default_translate_fallback
do => com,1,verified_translate,default_translate_fallback
fazer gorar => frustrar,1,verified_translate,default_translate_fallback
detem => ocupa,1,verified_translate,default_translate_fallback
∅ => poderiam,1,verified_translate,matched_manual_null_rule
poderiam virar => voltar,1,verified_translate,default_translate_fallback
como => com o,1,verified_translate,default_translate_fallback
a partida => de antemao,1,verified_translate,default_translate_fallback
cabecilha => chefe,1,verified_translate,default_translate_fallback
o ouvir => ouvi lo,1,verified_translate,default_translate_fallback
neste => nesta,1,verified_translate,default_translate_fallback
chega => basta,1,verified_translate,default_translate_fallback
um rendimento pro capite => uma renda per capita,1,verified_translate,default_translate_fallback
direccao correcta => direcao correta,1,verified_translate,default_translate_fallback
intermedio => do meio,1,verified_translate,default_translate_fallback
genova => genebra,1,verified_translate,default_translate_fallback
riscar => cortar,1,verified_translate,default_translate_fallback
licito => permitido,1,verified_translate,default_translate_fallback
pormenorizadamente => detalhadamente,1,verified_translate,default_translate_fallback
dura => pesada,1,verified_translate,default_translate_fallback
subvencionar => subsidiar,1,verified_translate,default_translate_fallback
∅ => estender,1,verified_translate,matched_manual_null_rule
contra senso => contrassenso,1,verified_translate,default_translate_fallback
a abranger => abrangendo,1,verified_translate,matched_manual_progressive_rule
alberga perto => abriga cerca,1,verified_translate,default_translate_fallback
fulcro => cerne,1,verified_translate,default_translate_fallback
a instrucao => o treinamento,1,verified_translate,default_translate_fallback
ultimacao => finalizacao,1,verified_translate,default_translate_fallback
querelas => disputas,1,verified_translate,default_translate_fallback
partilha => compartilhamento,1,verified_translate,matched_gpt_span
render => substituir,1,verified_translate,default_translate_fallback
a minar => minando,1,verified_translate,matched_manual_progressive_rule
tenebrosos => sombrios,1,verified_translate,default_translate_fallback
evereste => everest,1,verified_translate,default_translate_fallback
acresce que => alem disso,1,verified_translate,default_translate_fallback
dispendiosas => caras,1,verified_translate,default_translate_fallback
correio electronico => e mail,1,verified_translate,default_translate_fallback
formacao => treinamento,1,verified_translate,matched_gpt_span
deslocacoes => viagens,1,verified_translate,default_translate_fallback
anti dumping => antidumping,1,verified_translate,default_translate_fallback
a citar => citando,1,verified_translate,matched_manual_progressive_rule
leit motiv => leitmotiv,1,verified_translate,default_translate_fallback
reptos => desafios,1,verified_translate,default_translate_fallback
principiar => comecar,1,verified_translate,default_translate_fallback
derrames nos => derramamentos em,1,verified_translate,default_translate_fallback
largos => longos,1,verified_translate,default_translate_fallback
fica a dever => ∅,1,verified_translate,matched_manual_null_rule
∅ => deve,1,verified_translate,matched_manual_null_rule
a esse => nesse,1,verified_translate,default_translate_fallback
a lancar => lancando,1,verified_translate,matched_manual_progressive_rule
de momento => por enquanto,1,verified_translate,default_translate_fallback
fumadores => fumantes,1,verified_translate,default_translate_fallback
quando acendemos => ao acender,1,verified_translate,default_translate_fallback
por diante => adiante,1,verified_translate,default_translate_fallback
entricheirando => ∅,1,verified_translate,matched_manual_null_rule
∅ => entrincheirando,1,verified_translate,matched_manual_null_rule
na carta => no mapa,1,verified_translate,default_translate_fallback
vale => ∅,1,verified_translate,matched_manual_null_rule
a travar => travando,1,verified_translate,matched_manual_progressive_rule
pensoescomo => pensoes como,1,verified_translate,default_translate_fallback
bolsistas => de acoes,1,verified_translate,default_translate_fallback
quotizacoes => contribuicoes,1,verified_translate,default_translate_fallback
da financa => das financas,1,verified_translate,default_translate_fallback
gente atingida => pessoas atingidas,1,verified_translate,default_translate_fallback
exprimisse => expressasse,1,verified_translate,default_translate_fallback
chamar => chama,1,verified_translate,default_translate_fallback
lhe => la de,1,verified_translate,default_translate_fallback
tremor de terra => terremoto,1,verified_translate,default_translate_fallback
reconstruir => reconstrucao,1,verified_translate,default_translate_fallback
um contributo humanitario => uma contribuicao humanitaria,1,verified_translate,default_translate_fallback
vindo => vinda,1,verified_translate,default_translate_fallback
sadec => da sadc,1,verified_translate,default_translate_fallback
esperanca => expectativa,1,verified_translate,default_translate_fallback
fazer face => atender,1,verified_translate,default_translate_fallback
a data => o momento,1,verified_translate,default_translate_fallback
e que => vamos,1,verified_translate,default_translate_fallback
projectar a => projetar,1,verified_translate,default_translate_fallback
dos negocios estrangeiros => das relacoes exteriores me,1,verified_translate,default_translate_fallback
facto num => fato em um,1,verified_translate,default_translate_fallback
auto declaradas => autodeclaradas,1,verified_translate,default_translate_fallback
por => sem,1,verified_translate,default_translate_fallback
fulcrais => cruciais,1,verified_translate,default_translate_fallback
recordam => ∅,1,verified_translate,matched_manual_null_rule
de => lembram,1,verified_translate,default_translate_fallback
recolhem => contam com,1,verified_translate,default_translate_fallback
debatem se com => enfrentam,1,verified_translate,default_translate_fallback
fiquem por => limitem a,1,verified_translate,default_translate_fallback
afectamos => atribuimos,1,verified_translate,default_translate_fallback
subvencionado => subsidiado,1,verified_translate,default_translate_fallback
maneira nenhuma => forma alguma,1,verified_translate,default_translate_fallback
a precisar => precisando,1,verified_translate,matched_manual_progressive_rule
apoios => subsidios,1,verified_translate,default_translate_fallback
se disse => foi dito,1,verified_translate,default_translate_fallback
a referir => mencionando,1,verified_translate,matched_manual_progressive_rule
potencia => potencias,1,verified_translate,default_translate_fallback
a emitir => emitindo,1,verified_translate,matched_manual_progressive_rule
pegas => alcas,1,verified_translate,default_translate_fallback
cambios => cambio,1,verified_translate,default_translate_fallback
saber => conhecimento,1,verified_translate,default_translate_fallback
ira implicar => implicara,1,verified_translate,default_translate_fallback
auto estima => autoestima,1,verified_translate,default_translate_fallback
refere => afirma,1,verified_translate,default_translate_fallback
pretendem o alargamento => desejam a ampliacao,1,verified_translate,default_translate_fallback
relativos aos => sobre os,1,verified_translate,default_translate_fallback
nomeadamente => a saber,1,verified_translate,default_translate_fallback
terao igualmente de => tambem,1,verified_translate,default_translate_fallback
ira demonstrar => demonstrara,1,verified_translate,default_translate_fallback
a ser => sendo um,1,verified_translate,default_translate_fallback
∅ => for,1,verified_translate,matched_manual_null_rule
articuladamente num => de forma articulada em um,1,verified_translate,default_translate_fallback
caminho => ∅,1,verified_translate,matched_manual_null_rule
se definiu => foi definido,1,verified_translate,default_translate_fallback
dos => um de,1,verified_translate,default_translate_fallback
nalguns sectores => em alguns setores,1,verified_translate,default_translate_fallback
deparado com => enfrentado,1,verified_translate,default_translate_fallback
afim => a fim,1,verified_translate,default_translate_fallback
reclamar => reivindicar,1,verified_translate,default_translate_fallback
em => no fato de,1,verified_translate,default_translate_fallback
alcapoes => brechas,1,verified_translate,default_translate_fallback
buracos => lacunas,1,verified_translate,default_translate_fallback
balizar o => delimitar,1,verified_translate,default_translate_fallback
sera => ser,1,verified_translate,default_translate_fallback
tem => levam,1,verified_translate,default_translate_fallback
inspeccoes efectuadas => inspecoes efetuadas,1,verified_translate,default_translate_fallback
a ser objecto => sendo objeto,1,verified_translate,default_translate_fallback
super poderosa => superpoderosa,1,verified_translate,default_translate_fallback
saber => soubesse,1,verified_translate,default_translate_fallback
a custar => custando,1,verified_translate,matched_manual_progressive_rule
poder se a => sera possivel,1,verified_translate,default_translate_fallback
extraviou => desviou,1,verified_translate,default_translate_fallback
∅ => tratou,1,verified_translate,matched_manual_null_rule
tratou => ∅,1,verified_translate,matched_manual_null_rule
reproduzir => ∅,1,verified_translate,matched_manual_null_rule
∅ => repetir,1,verified_translate,matched_manual_null_rule
apresentar => ∅,1,verified_translate,matched_manual_null_rule
a => apresentara,1,verified_translate,default_translate_fallback
num sector => em um setor,1,verified_translate,default_translate_fallback
esta reafectacao => essa reafetacao,1,verified_translate,default_translate_fallback
o => esse,1,verified_translate,default_translate_fallback
concretizado => concretizada,1,verified_translate,default_translate_fallback
levado a cabo => realizada,1,verified_translate,default_translate_fallback
canadianos => canadenses,1,verified_translate,default_translate_fallback
factores ha que => fatores,1,verified_translate,default_translate_fallback
tomados => levados,1,verified_translate,default_translate_fallback
sarda => cavala,1,verified_translate,default_translate_fallback
jogo => acao,1,verified_translate,default_translate_fallback
numa base => de forma,1,verified_translate,default_translate_fallback
encontramo nos perante => estamos diante de,1,verified_translate,default_translate_fallback
habitualmente => de costume,1,verified_translate,default_translate_fallback
tenha encontrado => reunido,1,verified_translate,default_translate_fallback
tenha => ∅,1,verified_translate,matched_manual_null_rule
melhoramento => melhoria,1,verified_translate,default_translate_fallback
mantem se => permanece,1,verified_translate,default_translate_fallback
verdadeiramente => de fato,1,verified_translate,default_translate_fallback
nao obstante o facto => apesar,1,verified_translate,default_translate_fallback
o seu oficio => sua profissao,1,verified_translate,default_translate_fallback
se efectuou qualquer => foi realizado nenhum,1,verified_translate,default_translate_fallback
∅ => aguardando,1,verified_translate,matched_manual_null_rule
aguardamos => estamos esperando,1,verified_translate,default_translate_fallback
∅ => quaisquer que,1,verified_translate,matched_manual_null_rule
quais forem => ∅,1,verified_translate,matched_manual_null_rule
esta directiva => essa diretiva,1,verified_translate,default_translate_fallback
fazer => realizar,1,verified_translate,default_translate_fallback
tera como resultado => resultara em,1,verified_translate,default_translate_fallback
actuais => ∅,1,verified_translate,matched_manual_null_rule
∅ => atuais,1,verified_translate,matched_manual_null_rule
estes sectores => esses setores,1,verified_translate,default_translate_fallback
dos => sobre os,1,verified_translate,default_translate_fallback
fim => objetivo,1,verified_translate,default_translate_fallback
um parque automovel => uma frota de veiculos,1,verified_translate,default_translate_fallback
adaptado => adaptada,1,verified_translate,default_translate_fallback
do parque automovel => da frota de veiculos,1,verified_translate,default_translate_fallback
europeia => europeu,1,verified_translate,default_translate_fallback
super forcas => superforcas,1,verified_translate,default_translate_fallback
tomada => levada,1,verified_translate,default_translate_fallback
de autor => autorais,1,verified_translate,matched_gpt_span
linhas => diretrizes,1,verified_translate,default_translate_fallback
teceram => fizeram,1,verified_translate,default_translate_fallback
prende com a remessa => refere ao envio,1,verified_translate,default_translate_fallback
ver bem => verificar,1,verified_translate,default_translate_fallback
fugas => falhas,1,verified_translate,default_translate_fallback
suplementares => adicionais,1,verified_translate,default_translate_fallback
apreco => analise,1,verified_translate,default_translate_fallback
ao intercambio => a troca,1,verified_translate,default_translate_fallback
mais pequenas => menores,1,verified_translate,default_translate_fallback
suplementar => adicional,1,verified_translate,default_translate_fallback
consagrar => dedicar,1,verified_translate,default_translate_fallback
aso => margem,1,verified_translate,default_translate_fallback
controlar => ser controlada,1,verified_translate,default_translate_fallback
debilitar => enfraquecer,1,verified_translate,default_translate_fallback
largos => muitos,1,verified_translate,default_translate_fallback
∅ => a comissao,1,verified_translate,matched_manual_null_rule
comissao a => ∅,1,verified_translate,matched_manual_null_rule
desflorestamento => desmatamento,1,verified_translate,default_translate_fallback
propicias as => propensas a,1,verified_translate,default_translate_fallback
aplicarem a => aplicar,1,verified_translate,default_translate_fallback
da cibercriminalidade => do cibercrime,1,verified_translate,default_translate_fallback
se podia => poderia,1,verified_translate,default_translate_fallback
devia fazer => deveria ser feito,1,verified_translate,default_translate_fallback
da area => ∅,1,verified_translate,matched_manual_null_rule
equipa => ∅,1,verified_translate,matched_manual_null_rule
dirigida => equipe liderada,1,verified_translate,default_translate_fallback
essa => ∅,1,verified_translate,matched_manual_null_rule
dianteira => vanguarda,1,verified_translate,default_translate_fallback
da peritagem => de pericia,1,verified_translate,default_translate_fallback
detinha => possuia,1,verified_translate,default_translate_fallback
esta => ha,1,verified_translate,default_translate_fallback
a desempenhar => realizando,1,verified_translate,matched_manual_progressive_rule
concebida => desenvolvida,1,verified_translate,default_translate_fallback
dialogo durante => bate papo por,1,verified_translate,default_translate_fallback
escuteiros => escoteiros,1,verified_translate,matched_gpt_span
tinham sido violados => foram estuprados,1,verified_translate,default_translate_fallback
receios => abusos,1,verified_translate,default_translate_fallback
auto regulacao => autorregulacao,1,verified_translate,default_translate_fallback
fornecedores => provedores,1,verified_translate,default_translate_fallback
atribuir => dar,1,verified_translate,default_translate_fallback
esta materia => essa questao,1,verified_translate,default_translate_fallback
a cumprir o => cumprindo,1,verified_translate,matched_manual_progressive_rule
a dar resposta => respondendo,1,verified_translate,matched_manual_progressive_rule
o fazerem => faze lo,1,verified_translate,default_translate_fallback
citados => ∅,1,verified_translate,matched_manual_null_rule
mencionaram => mencionados citaram,1,verified_translate,default_translate_fallback
tendo confrontado este => confrontando esse,1,verified_translate,default_translate_fallback
alargarmos => ampliarmos,1,verified_translate,default_translate_fallback
alargamento geografico => ampliacao geografica,1,verified_translate,default_translate_fallback
largura => extensao,1,verified_translate,default_translate_fallback
importa efectuar => e importante realizar,1,verified_translate,default_translate_fallback
∅ => perguntar,1,verified_translate,matched_manual_null_rule
mediterranica => mediterranea,1,verified_translate,matched_gpt_span
alargar => ampliar,1,verified_translate,default_translate_fallback
nos seus dados de analise => em suas analises,1,verified_translate,default_translate_fallback
aceder => acessar,1,verified_translate,default_translate_fallback
caso algum processar se => hipotese alguma ocorrer,1,verified_translate,default_translate_fallback
fundo => base,1,verified_translate,default_translate_fallback
desfiada => apresentada,1,verified_translate,default_translate_fallback
florao => simbolo,1,verified_translate,default_translate_fallback
pilhados => saqueados,1,verified_translate,default_translate_fallback
trusts => conglomerados,1,verified_translate,default_translate_fallback
interpostos subcontratantes => subcontratados,1,verified_translate,default_translate_fallback
no seio dos => nos,1,verified_translate,default_translate_fallback
o modernizar => moderniza lo,1,verified_translate,default_translate_fallback
o reformular => reformula lo,1,verified_translate,default_translate_fallback
procurar se => ser buscada,1,verified_translate,default_translate_fallback
assentar => basear se,1,verified_translate,default_translate_fallback
percurso => caminho,1,verified_translate,default_translate_fallback
todas as => todos os,1,verified_translate,default_translate_fallback
valorizados os contributos => valorizadas as contribuicoes,1,verified_translate,default_translate_fallback
estes objectivos => esses objetivos,1,verified_translate,default_translate_fallback
co empreendimentos => coempreendimentos,1,verified_translate,default_translate_fallback
facilidade => conveniencia,1,verified_translate,default_translate_fallback
procurem nesta => busquem nessa,1,verified_translate,default_translate_fallback
dao => oferecem,1,verified_translate,default_translate_fallback
o fabrico => a fabricacao,1,verified_translate,default_translate_fallback
demasiada => ∅,1,verified_translate,matched_manual_null_rule
∅ => em excesso,1,verified_translate,matched_manual_null_rule
dominios => areas,1,verified_translate,default_translate_fallback
na esfera => no ambito,1,verified_translate,default_translate_fallback
actividade desportiva => atividade esportiva,1,verified_translate,default_translate_fallback
concordara => concorda,1,verified_translate,default_translate_fallback
ir => seguir,1,verified_translate,default_translate_fallback
esta via => esse caminho,1,verified_translate,default_translate_fallback
multi disciplinar => multidisciplinar,1,verified_translate,default_translate_fallback
colegial => colegiado,1,verified_translate,default_translate_fallback
reinam => prevalecem,1,verified_translate,default_translate_fallback
citada => referida,1,verified_translate,default_translate_fallback
alcancar => ser alcancada,1,verified_translate,default_translate_fallback
o conseguir => isso,1,verified_translate,default_translate_fallback
rejam pela => baseiem na,1,verified_translate,default_translate_fallback
pela fiabilidade => na confiabilidade,1,verified_translate,default_translate_fallback
peca a peca => pedaco por pedaco,1,verified_translate,default_translate_fallback
a reclamar => reivindicando,1,verified_translate,matched_manual_progressive_rule
a trabalhar => ∅,1,verified_translate,matched_manual_null_rule
perfeita => perfeito,1,verified_translate,default_translate_fallback
mudada => mudado,1,verified_translate,default_translate_fallback
desmantelada => desmantelado,1,verified_translate,default_translate_fallback
ira resultar => resultara,1,verified_translate,default_translate_fallback
ira minar => minara,1,verified_translate,default_translate_fallback
perturbar => perturbara,1,verified_translate,default_translate_fallback
destruir => destruira,1,verified_translate,default_translate_fallback
reforcar => reforcara,1,verified_translate,default_translate_fallback
dar se conta de => perceber,1,verified_translate,default_translate_fallback
assuncao => suposicao,1,verified_translate,default_translate_fallback
longinquos => distantes,1,verified_translate,default_translate_fallback
leve a melhor => prevaleca,1,verified_translate,default_translate_fallback
∅ => existem,1,verified_translate,matched_manual_null_rule
existem => ∅,1,verified_translate,matched_manual_null_rule
acresce que => alem disso mantemo,1,verified_translate,default_translate_fallback
mantemos => ∅,1,verified_translate,matched_manual_null_rule
destes => como esses,1,verified_translate,default_translate_fallback
aceites pelo inspectores => aceitos pelos inspetores,1,verified_translate,default_translate_fallback
opcao => escolha,1,verified_translate,default_translate_fallback
oponho me => sou contra,1,verified_translate,default_translate_fallback
no sentido => ∅,1,verified_translate,matched_manual_null_rule
suprimir => eliminar,1,verified_translate,default_translate_fallback
reforco => fortalecimento,1,verified_translate,default_translate_fallback
com efeito => consequentemente,1,verified_translate,default_translate_fallback
∅ => fico,1,verified_translate,matched_manual_null_rule
me regozijo => satisfeito,1,verified_translate,default_translate_fallback
directa junto dos consumidores => direta ao consumidor,1,verified_translate,default_translate_fallback
assente => pacifico,1,verified_translate,default_translate_fallback
que melhor se vendem => mais vendidos,1,verified_translate,default_translate_fallback
∅ => a informacao,1,verified_translate,matched_manual_null_rule
a informacao => ∅,1,verified_translate,matched_manual_null_rule
∅ => equilibrio,1,verified_translate,matched_manual_null_rule
equilibrio => ∅,1,verified_translate,matched_manual_null_rule
a enfraquecer => enfraquecendo,1,verified_translate,matched_manual_progressive_rule
tomarem => levarem,1,verified_translate,default_translate_fallback
convergence => convergencia,1,verified_translate,default_translate_fallback
por resolver => resolvendo,1,verified_translate,default_translate_fallback
depressa => rapidamente,1,verified_translate,default_translate_fallback
dai resultara => isso tera,1,verified_translate,default_translate_fallback
tivemo la => tivemos,1,verified_translate,default_translate_fallback
no bom sentido => na direcao certa,1,verified_translate,default_translate_fallback
relevam do => se enquadram no,1,verified_translate,default_translate_fallback
estao a ver => voces sabem,1,verified_translate,default_translate_fallback
como emitentes => quanto emissores,1,verified_translate,default_translate_fallback
emitente => emissor,1,verified_translate,default_translate_fallback
tal tornar => isso,1,verified_translate,default_translate_fallback
a => tornara,1,verified_translate,default_translate_fallback
pedir contas aos => responsabilizar os,1,verified_translate,default_translate_fallback
social => ∅,1,verified_translate,matched_manual_null_rule
medicamente => medicamentos,1,verified_translate,default_translate_fallback
antes vamos => mas sim nos,1,verified_translate,default_translate_fallback
poupem => economizassem,1,verified_translate,default_translate_fallback
chamando => chamar,1,verified_translate,default_translate_fallback
mesmo => tambem,1,verified_translate,default_translate_fallback
cremos => acreditamos,1,verified_translate,default_translate_fallback
um alargamento interno => uma ampliacao interna,1,verified_translate,default_translate_fallback
estavam a espera de => esperavam,1,verified_translate,default_translate_fallback
ficasse => fosse,1,verified_translate,default_translate_fallback
duros => firmes,1,verified_translate,default_translate_fallback
progredir => avancar,1,verified_translate,default_translate_fallback
por que nos => pela qual,1,verified_translate,default_translate_fallback
tendo em conta => considerando,1,verified_translate,default_translate_fallback
este objectivo => esse objetivo,1,verified_translate,default_translate_fallback
justificacao deste => justificativa para isso,1,verified_translate,default_translate_fallback
∅ => os senhores,1,verified_translate,matched_manual_null_rule
os senhores => ∅,1,verified_translate,matched_manual_null_rule
tibia accao => timida acao,1,verified_translate,default_translate_fallback
laivos => tracos,1,verified_translate,default_translate_fallback
demasiadas => muitas,1,verified_translate,default_translate_fallback
a exigir => exigindo,1,verified_translate,matched_manual_progressive_rule
coberta com => assinada por,1,verified_translate,default_translate_fallback
assinaturas => pessoas,1,verified_translate,default_translate_fallback
quantos => os que,1,verified_translate,default_translate_fallback
usaram da palavra => falaram,1,verified_translate,default_translate_fallback
tenha reflectido => refletido,1,verified_translate,default_translate_fallback
a oco => vazios,1,verified_translate,default_translate_fallback
ensaio => teste,1,verified_translate,default_translate_fallback
∅ => efetivamente,1,verified_translate,matched_manual_null_rule
efectivamente => ∅,1,verified_translate,matched_manual_null_rule
a abrandar num => desacelerando em um,1,verified_translate,default_translate_fallback
largo => longo,1,verified_translate,default_translate_fallback
planificada => planejada,1,verified_translate,default_translate_fallback
recordou e => lembrou,1,verified_translate,default_translate_fallback
votar => condenar,1,verified_translate,default_translate_fallback
nao ha => sem,1,verified_translate,default_translate_fallback
conduzira => levara,1,verified_translate,default_translate_fallback
trecho => prazo,1,verified_translate,default_translate_fallback
cumpre => cabe,1,verified_translate,default_translate_fallback
obstam ao => impedem o,1,verified_translate,default_translate_fallback
dar resposta => atender,1,verified_translate,default_translate_fallback
em objectivos => com objetivos,1,verified_translate,default_translate_fallback
contactos ao => contatos no,1,verified_translate,default_translate_fallback
provisorios => temporarios,1,verified_translate,default_translate_fallback
formados => qualificados,1,verified_translate,default_translate_fallback
culpada => culpado,1,verified_translate,default_translate_fallback
jamais => ja,1,verified_translate,default_translate_fallback
encomios => elogios,1,verified_translate,default_translate_fallback
a data => agora,1,verified_translate,default_translate_fallback
gente => pessoas,1,verified_translate,default_translate_fallback
exteriores a => fora da,1,verified_translate,default_translate_fallback
enganadora => enganosa,1,verified_translate,default_translate_fallback
rapto => sequestro,1,verified_translate,default_translate_fallback
raptados => sequestrados,1,verified_translate,default_translate_fallback
raptores => sequestradores,1,verified_translate,default_translate_fallback
azo => margem,1,verified_translate,default_translate_fallback
se utilizarao => serao utilizados,1,verified_translate,default_translate_fallback
fossem => sejam,1,verified_translate,default_translate_fallback
quer isto dizer => isso significa,1,verified_translate,default_translate_fallback
macro economicos => macroeconomicos,1,verified_translate,default_translate_fallback
contrariamente => ∅,1,verified_translate,matched_manual_null_rule
∅ => contrario do,1,verified_translate,matched_manual_null_rule
macro economico => macroeconomico,1,verified_translate,default_translate_fallback
componentes => componente,1,verified_translate,default_translate_fallback
